104052 silly lifecycle stream-combiner2@1.0.2~preinstall: no script for preinstall, continuing
112708 info lifecycle underscore-deep-extend@0.0.5~install: underscore-deep-extend@0.0.5
112709 silly lifecycle underscore-deep-extend@0.0.5~install: no script for install, continuing
112710 silly install uniq@1.0.1 /home/francesco/blog/node_modules/.staging/uniq-6498379d
112711 info lifecycle uniq@1.0.1~install: uniq@1.0.1
112712 silly lifecycle uniq@1.0.1~install: no script for install, continuing
112713 silly install postcss-selector-parser@2.0.0 /home/francesco/blog/node_modules/.staging/postcss-selector-parser-672474d5
112714 info lifecycle postcss-selector-parser@2.0.0~install: postcss-selector-parser@2.0.0
112715 silly lifecycle postcss-selector-parser@2.0.0~install: no script for install, continuing
112716 silly install postcss-minify-selectors@2.0.5 /home/francesco/blog/node_modules/.staging/postcss-minify-selectors-6309a41a
112717 info lifecycle postcss-minify-selectors@2.0.5~install: postcss-minify-selectors@2.0.5
112718 silly lifecycle postcss-minify-selectors@2.0.5~install: no script for install, continuing
112719 silly install uniqid@1.0.0 /home/francesco/blog/node_modules/.staging/uniqid-471e6f3c
112720 info lifecycle uniqid@1.0.0~install: uniqid@1.0.0
112721 silly lifecycle uniqid@1.0.0~install: no script for install, continuing
112722 silly install postcss-filter-plugins@2.0.0 /home/francesco/blog/node_modules/.staging/postcss-filter-plugins-05725e64
112723 info lifecycle postcss-filter-plugins@2.0.0~install: postcss-filter-plugins@2.0.0
112724 silly lifecycle postcss-filter-plugins@2.0.0~install: no script for install, continuing
112725 silly install uniqs@2.0.0 /home/francesco/blog/node_modules/.staging/uniqs-1f20fd09
112726 info lifecycle uniqs@2.0.0~install: uniqs@2.0.0
112727 silly lifecycle uniqs@2.0.0~install: no script for install, continuing
112728 silly install postcss-zindex@2.1.1 /home/francesco/blog/node_modules/.staging/postcss-zindex-b20d7eb1
112729 info lifecycle postcss-zindex@2.1.1~install: postcss-zindex@2.1.1
112730 silly lifecycle postcss-zindex@2.1.1~install: no script for install, continuing
112731 silly install postcss-unique-selectors@2.0.2 /home/francesco/blog/node_modules/.staging/postcss-unique-selectors-deb4d6cc
112732 info lifecycle postcss-unique-selectors@2.0.2~install: postcss-unique-selectors@2.0.2
112733 silly lifecycle postcss-unique-selectors@2.0.2~install: no script for install, continuing
112734 silly install postcss-minify-params@1.0.4 /home/francesco/blog/node_modules/.staging/postcss-minify-params-2998f10c
112735 info lifecycle postcss-minify-params@1.0.4~install: postcss-minify-params@1.0.4
112736 silly lifecycle postcss-minify-params@1.0.4~install: no script for install, continuing
112737 silly install postcss-discard-unused@2.2.1 /home/francesco/blog/node_modules/.staging/postcss-discard-unused-58ea1b92
112738 info lifecycle postcss-discard-unused@2.2.1~install: postcss-discard-unused@2.2.1
112739 silly lifecycle postcss-discard-unused@2.2.1~install: no script for install, continuing
112740 silly install unique-stream@1.0.0 /home/francesco/blog/node_modules/.staging/unique-stream-36b0fe83
112741 info lifecycle unique-stream@1.0.0~install: unique-stream@1.0.0
112742 silly lifecycle unique-stream@1.0.0~install: no script for install, continuing
112743 silly install unpipe@1.0.0 /home/francesco/blog/node_modules/.staging/unpipe-89774716
112744 info lifecycle unpipe@1.0.0~install: unpipe@1.0.0
112745 silly lifecycle unpipe@1.0.0~install: no script for install, continuing
112746 silly install finalhandler@0.4.1 /home/francesco/blog/node_modules/.staging/finalhandler-09756b09
112747 info lifecycle finalhandler@0.4.1~install: finalhandler@0.4.1
112748 silly lifecycle finalhandler@0.4.1~install: no script for install, continuing
112749 silly install punycode@1.3.2 /home/francesco/blog/node_modules/.staging/punycode-e97445b0
112750 info lifecycle punycode@1.3.2~install: punycode@1.3.2
112751 silly lifecycle punycode@1.3.2~install: no script for install, continuing
112752 silly install url@0.10.3 /home/francesco/blog/node_modules/.staging/url-dbea3022
112753 info lifecycle url@0.10.3~install: url@0.10.3
112754 silly lifecycle url@0.10.3~install: no script for install, continuing
112755 silly install user-home@1.1.1 /home/francesco/blog/node_modules/.staging/user-home-6b804e35
112756 info lifecycle user-home@1.1.1~install: user-home@1.1.1
112757 silly lifecycle user-home@1.1.1~install: no script for install, continuing
112758 silly install home-or-tmp@1.0.0 /home/francesco/blog/node_modules/.staging/home-or-tmp-b54a92bf
112759 info lifecycle home-or-tmp@1.0.0~install: home-or-tmp@1.0.0
112760 silly lifecycle home-or-tmp@1.0.0~install: no script for install, continuing
112761 silly install babel-register@6.9.0 /home/francesco/blog/node_modules/.staging/babel-register-282a68fa
112762 info lifecycle babel-register@6.9.0~install: babel-register@6.9.0
112763 silly lifecycle babel-register@6.9.0~install: no script for install, continuing
112764 silly install babel-core@6.9.1 /home/francesco/blog/node_modules/.staging/babel-core-89754615
112765 info lifecycle babel-core@6.9.1~install: babel-core@6.9.1
112766 silly lifecycle babel-core@6.9.1~install: no script for install, continuing
112767 silly install babelify@7.3.0 /home/francesco/blog/node_modules/.staging/babelify-6570852e
112768 info lifecycle babelify@7.3.0~install: babelify@7.3.0
112769 silly lifecycle babelify@7.3.0~install: no script for install, continuing
112770 silly install babel-plugin-transform-regenerator@6.9.0 /home/francesco/blog/node_modules/.staging/babel-plugin-transform-regenerator-8e00ec7d
112771 info lifecycle babel-plugin-transform-regenerator@6.9.0~install: babel-plugin-transform-regenerator@6.9.0
112772 silly lifecycle babel-plugin-transform-regenerator@6.9.0~install: no script for install, continuing
112773 silly install babel-preset-es2015@6.9.0 /home/francesco/blog/node_modules/.staging/babel-preset-es2015-27651444
112774 info lifecycle babel-preset-es2015@6.9.0~install: babel-preset-es2015@6.9.0
112775 silly lifecycle babel-preset-es2015@6.9.0~install: no script for install, continuing
112776 silly install utf8@2.1.0 /home/francesco/blog/node_modules/.staging/utf8-b0a299d0
112777 info lifecycle utf8@2.1.0~install: utf8@2.1.0
112778 silly lifecycle utf8@2.1.0~install: no script for install, continuing
112779 silly install engine.io-parser@1.2.4 /home/francesco/blog/node_modules/.staging/engine.io-parser-0a2efa5e
112780 info lifecycle engine.io-parser@1.2.4~install: engine.io-parser@1.2.4
112781 silly lifecycle engine.io-parser@1.2.4~install: no script for install, continuing
112782 silly install util@0.10.3 /home/francesco/blog/node_modules/.staging/util-0965a4f6
112783 info lifecycle util@0.10.3~install: util@0.10.3
112784 silly lifecycle util@0.10.3~install: no script for install, continuing
112785 silly install assert@1.3.0 /home/francesco/blog/node_modules/.staging/assert-73d1d5bc
112786 info lifecycle assert@1.3.0~install: assert@1.3.0
112787 silly lifecycle assert@1.3.0~install: no script for install, continuing
112788 silly install util-deprecate@1.0.2 /home/francesco/blog/node_modules/.staging/util-deprecate-8482c17c
112789 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
112790 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
112791 silly install readable-stream@2.0.6 /home/francesco/blog/node_modules/.staging/readable-stream-50d20421
112792 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
112793 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
112794 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-38c225ee
112795 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112796 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112797 silly install stream-browserify@2.0.1 /home/francesco/blog/node_modules/.staging/stream-browserify-75c35002
112798 info lifecycle stream-browserify@2.0.1~install: stream-browserify@2.0.1
112799 silly lifecycle stream-browserify@2.0.1~install: no script for install, continuing
112800 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-e104b806
112801 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112802 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112803 silly install stream-array@1.1.2 /home/francesco/blog/node_modules/.staging/stream-array-5d2e4b0f
112804 info lifecycle stream-array@1.1.2~install: stream-array@1.1.2
112805 silly lifecycle stream-array@1.1.2~install: no script for install, continuing
112806 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-345f149b
112807 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112808 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112809 silly install readdirp@2.0.0 /home/francesco/blog/node_modules/.staging/readdirp-45d291db
112810 info lifecycle readdirp@2.0.0~install: readdirp@2.0.0
112811 silly lifecycle readdirp@2.0.0~install: no script for install, continuing
112812 silly install chokidar@1.5.1 /home/francesco/blog/node_modules/.staging/chokidar-f18e699b
112813 info lifecycle chokidar@1.5.1~install: chokidar@1.5.1
112814 silly lifecycle chokidar@1.5.1~install: no script for install, continuing
112815 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-a62b9db3
112816 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112817 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112818 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-8c4c6774
112819 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112820 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112821 silly install readable-stream@2.0.6 /home/francesco/blog/node_modules/.staging/readable-stream-1532bdf7
112822 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
112823 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
112824 silly install bl@1.0.3 /home/francesco/blog/node_modules/.staging/bl-da582833
112825 info lifecycle bl@1.0.3~install: bl@1.0.3
112826 silly lifecycle bl@1.0.3~install: no script for install, continuing
112827 silly install utils-merge@1.0.0 /home/francesco/blog/node_modules/.staging/utils-merge-ace7ac32
112828 info lifecycle utils-merge@1.0.0~install: utils-merge@1.0.0
112829 silly lifecycle utils-merge@1.0.0~install: no script for install, continuing
112830 silly install connect@3.4.1 /home/francesco/blog/node_modules/.staging/connect-05f0e80d
112831 info lifecycle connect@3.4.1~install: connect@3.4.1
112832 silly lifecycle connect@3.4.1~install: no script for install, continuing
112833 silly install v8flags@2.0.11 /home/francesco/blog/node_modules/.staging/v8flags-bf173ffc
112834 info lifecycle v8flags@2.0.11~install: v8flags@2.0.11
112835 silly lifecycle v8flags@2.0.11~install: no script for install, continuing
112836 silly install validate-npm-package-license@3.0.1 /home/francesco/blog/node_modules/.staging/validate-npm-package-license-e71b0a44
112837 info lifecycle validate-npm-package-license@3.0.1~install: validate-npm-package-license@3.0.1
112838 silly lifecycle validate-npm-package-license@3.0.1~install: no script for install, continuing
112839 silly install normalize-package-data@2.3.5 /home/francesco/blog/node_modules/.staging/normalize-package-data-1e459982
112840 info lifecycle normalize-package-data@2.3.5~install: normalize-package-data@2.3.5
112841 silly lifecycle normalize-package-data@2.3.5~install: no script for install, continuing
112842 silly install read-pkg@1.1.0 /home/francesco/blog/node_modules/.staging/read-pkg-ba70c175
112843 info lifecycle read-pkg@1.1.0~install: read-pkg@1.1.0
112844 silly lifecycle read-pkg@1.1.0~install: no script for install, continuing
112845 silly install read-pkg-up@1.0.1 /home/francesco/blog/node_modules/.staging/read-pkg-up-8d61b139
112846 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
112847 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
112848 silly install meow@3.7.0 /home/francesco/blog/node_modules/.staging/meow-d2529d92
112849 info lifecycle meow@3.7.0~install: meow@3.7.0
112850 silly lifecycle meow@3.7.0~install: no script for install, continuing
112851 silly install dateformat@1.0.12 /home/francesco/blog/node_modules/.staging/dateformat-2ef637d2
112852 info lifecycle dateformat@1.0.12~install: dateformat@1.0.12
112853 silly lifecycle dateformat@1.0.12~install: no script for install, continuing
112854 silly install vinyl@0.5.3 /home/francesco/blog/node_modules/.staging/vinyl-62f7e3db
112855 info lifecycle vinyl@0.5.3~install: vinyl@0.5.3
112856 silly lifecycle vinyl@0.5.3~install: no script for install, continuing
112857 silly install readable-stream@1.0.34 /home/francesco/blog/node_modules/.staging/readable-stream-af4ab2e1
112858 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
112859 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
112860 silly install bl@0.9.5 /home/francesco/blog/node_modules/.staging/bl-c3035d1e
112861 info lifecycle bl@0.9.5~install: bl@0.9.5
112862 silly lifecycle bl@0.9.5~install: no script for install, continuing
112863 silly install vinyl@1.1.1 /home/francesco/blog/node_modules/.staging/vinyl-85a4e658
112864 info lifecycle vinyl@1.1.1~install: vinyl@1.1.1
112865 silly lifecycle vinyl@1.1.1~install: no script for install, continuing
112866 silly install vinyl-file@1.3.0 /home/francesco/blog/node_modules/.staging/vinyl-file-0ced23aa
112867 info lifecycle vinyl-file@1.3.0~install: vinyl-file@1.3.0
112868 silly lifecycle vinyl-file@1.3.0~install: no script for install, continuing
112869 silly install clone@0.2.0 /home/francesco/blog/node_modules/.staging/clone-ff76d004
112870 info lifecycle clone@0.2.0~install: clone@0.2.0
112871 silly lifecycle clone@0.2.0~install: no script for install, continuing
112872 silly install graceful-fs@3.0.8 /home/francesco/blog/node_modules/.staging/graceful-fs-f158c290
112873 info lifecycle graceful-fs@3.0.8~install: graceful-fs@3.0.8
112874 silly lifecycle graceful-fs@3.0.8~install: no script for install, continuing
112875 silly install readable-stream@1.0.34 /home/francesco/blog/node_modules/.staging/readable-stream-6df4cf83
112876 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
112877 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
112878 silly install strip-bom@1.0.0 /home/francesco/blog/node_modules/.staging/strip-bom-a7851595
112879 info lifecycle strip-bom@1.0.0~install: strip-bom@1.0.0
112880 silly lifecycle strip-bom@1.0.0~install: no script for install, continuing
112881 silly install vinyl@0.4.6 /home/francesco/blog/node_modules/.staging/vinyl-fafb78a6
112882 info lifecycle vinyl@0.4.6~install: vinyl@0.4.6
112883 silly lifecycle vinyl@0.4.6~install: no script for install, continuing
112884 silly install readable-stream@1.0.34 /home/francesco/blog/node_modules/.staging/readable-stream-cd5cf5d3
112885 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
112886 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
112887 silly install clone@0.2.0 /home/francesco/blog/node_modules/.staging/clone-8820dcc1
112888 info lifecycle clone@0.2.0~install: clone@0.2.0
112889 silly lifecycle clone@0.2.0~install: no script for install, continuing
112890 silly install readable-stream@1.0.34 /home/francesco/blog/node_modules/.staging/readable-stream-e385778c
112891 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
112892 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
112893 silly install vinyl@0.4.6 /home/francesco/blog/node_modules/.staging/vinyl-61ea15de
112894 info lifecycle vinyl@0.4.6~install: vinyl@0.4.6
112895 silly lifecycle vinyl@0.4.6~install: no script for install, continuing
112896 silly install source-map@0.1.43 /home/francesco/blog/node_modules/.staging/source-map-693692f3
112897 info lifecycle source-map@0.1.43~install: source-map@0.1.43
112898 silly lifecycle source-map@0.1.43~install: no script for install, continuing
112899 silly install vinyl-sourcemaps-apply@0.1.4 /home/francesco/blog/node_modules/.staging/vinyl-sourcemaps-apply-98622393
112900 info lifecycle vinyl-sourcemaps-apply@0.1.4~install: vinyl-sourcemaps-apply@0.1.4
112901 silly lifecycle vinyl-sourcemaps-apply@0.1.4~install: no script for install, continuing
112902 silly install vm-browserify@0.0.4 /home/francesco/blog/node_modules/.staging/vm-browserify-2c8f1ebe
112903 info lifecycle vm-browserify@0.0.4~install: vm-browserify@0.0.4
112904 silly lifecycle vm-browserify@0.0.4~install: no script for install, continuing
112905 silly install base64-js@1.1.2 /home/francesco/blog/node_modules/.staging/base64-js-def64024
112906 info lifecycle base64-js@1.1.2~install: base64-js@1.1.2
112907 silly lifecycle base64-js@1.1.2~install: no script for install, continuing
112908 silly install builtin-status-codes@2.0.0 /home/francesco/blog/node_modules/.staging/builtin-status-codes-a28f80e1
112909 info lifecycle builtin-status-codes@2.0.0~install: builtin-status-codes@2.0.0
112910 silly lifecycle builtin-status-codes@2.0.0~install: no script for install, continuing
112911 silly install constants-browserify@1.0.0 /home/francesco/blog/node_modules/.staging/constants-browserify-a722b8c8
112912 info lifecycle constants-browserify@1.0.0~install: constants-browserify@1.0.0
112913 silly lifecycle constants-browserify@1.0.0~install: no script for install, continuing
112914 silly install convert-source-map@1.1.3 /home/francesco/blog/node_modules/.staging/convert-source-map-a6405798
112915 info lifecycle convert-source-map@1.1.3~install: convert-source-map@1.1.3
112916 silly lifecycle convert-source-map@1.1.3~install: no script for install, continuing
112917 silly install events@1.1.0 /home/francesco/blog/node_modules/.staging/events-44e381f9
112918 info lifecycle events@1.1.0~install: events@1.1.0
112919 silly lifecycle events@1.1.0~install: no script for install, continuing
112920 silly install inline-source-map@0.6.2 /home/francesco/blog/node_modules/.staging/inline-source-map-d23fbcdc
112921 info lifecycle inline-source-map@0.6.2~install: inline-source-map@0.6.2
112922 silly lifecycle inline-source-map@0.6.2~install: no script for install, continuing
112923 silly install combine-source-map@0.7.2 /home/francesco/blog/node_modules/.staging/combine-source-map-8be4ae72
112924 info lifecycle combine-source-map@0.7.2~install: combine-source-map@0.7.2
112925 silly lifecycle combine-source-map@0.7.2~install: no script for install, continuing
112926 silly install isarray@1.0.0 /home/francesco/blog/node_modules/.staging/isarray-33908dd1
112927 info lifecycle isarray@1.0.0~install: isarray@1.0.0
112928 silly lifecycle isarray@1.0.0~install: no script for install, continuing
112929 silly install readable-stream@2.0.6 /home/francesco/blog/node_modules/.staging/readable-stream-1977c95e
112930 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
112931 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
112932 silly install concat-stream@1.5.1 /home/francesco/blog/node_modules/.staging/concat-stream-429ad505
112933 info lifecycle concat-stream@1.5.1~install: concat-stream@1.5.1
112934 silly lifecycle concat-stream@1.5.1~install: no script for install, continuing
112935 silly install buffer@4.6.0 /home/francesco/blog/node_modules/.staging/buffer-9a3278f9
112936 info lifecycle buffer@4.6.0~install: buffer@4.6.0
112937 silly lifecycle buffer@4.6.0~install: no script for install, continuing
112938 silly install isarray@0.0.1 /home/francesco/blog/node_modules/.staging/isarray-8f628072
112939 info lifecycle isarray@0.0.1~install: isarray@0.0.1
112940 silly lifecycle isarray@0.0.1~install: no script for install, continuing
112941 silly install readable-stream@2.1.4 /home/francesco/blog/node_modules/.staging/readable-stream-9b54f791
112942 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
112943 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
112944 silly install read-only-stream@2.0.0 /home/francesco/blog/node_modules/.staging/read-only-stream-73f7311c
112945 info lifecycle read-only-stream@2.0.0~install: read-only-stream@2.0.0
112946 silly lifecycle read-only-stream@2.0.0~install: no script for install, continuing
112947 silly install duplexer2@0.1.4 /home/francesco/blog/node_modules/.staging/duplexer2-47a19af4
112948 info lifecycle duplexer2@0.1.4~install: duplexer2@0.1.4
112949 silly lifecycle duplexer2@0.1.4~install: no script for install, continuing
112950 silly install shell-quote@1.6.0 /home/francesco/blog/node_modules/.staging/shell-quote-13ba32bf
112951 info lifecycle shell-quote@1.6.0~install: shell-quote@1.6.0
112952 silly lifecycle shell-quote@1.6.0~install: no script for install, continuing
112953 silly install stream-combiner2@1.1.1 /home/francesco/blog/node_modules/.staging/stream-combiner2-86502036
112954 info lifecycle stream-combiner2@1.1.1~install: stream-combiner2@1.1.1
112955 silly lifecycle stream-combiner2@1.1.1~install: no script for install, continuing
112956 silly install stream-splicer@2.0.0 /home/francesco/blog/node_modules/.staging/stream-splicer-eaa8e0a1
112957 info lifecycle stream-splicer@2.0.0~install: stream-splicer@2.0.0
112958 silly lifecycle stream-splicer@2.0.0~install: no script for install, continuing
112959 silly install labeled-stream-splicer@2.0.0 /home/francesco/blog/node_modules/.staging/labeled-stream-splicer-56cdf9eb
112960 info lifecycle labeled-stream-splicer@2.0.0~install: labeled-stream-splicer@2.0.0
112961 silly lifecycle labeled-stream-splicer@2.0.0~install: no script for install, continuing
112962 silly install punycode@1.3.2 /home/francesco/blog/node_modules/.staging/punycode-7c7deaf1
112963 info lifecycle punycode@1.3.2~install: punycode@1.3.2
112964 silly lifecycle punycode@1.3.2~install: no script for install, continuing
112965 silly install url@0.11.0 /home/francesco/blog/node_modules/.staging/url-2a15a634
112966 info lifecycle url@0.11.0~install: url@0.11.0
112967 silly lifecycle url@0.11.0~install: no script for install, continuing
112968 silly install underscore@1.7.0 /home/francesco/blog/node_modules/.staging/underscore-71e3c8e2
112969 info lifecycle underscore@1.7.0~install: underscore@1.7.0
112970 silly lifecycle underscore@1.7.0~install: no script for install, continuing
112971 silly install weinre@2.0.0-pre-I0Z7U9OV /home/francesco/blog/node_modules/.staging/weinre-b999d546
112972 info lifecycle weinre@2.0.0-pre-I0Z7U9OV~install: weinre@2.0.0-pre-I0Z7U9OV
112973 silly lifecycle weinre@2.0.0-pre-I0Z7U9OV~install: no script for install, continuing
112974 silly install browser-sync-ui@0.6.0 /home/francesco/blog/node_modules/.staging/browser-sync-ui-8aeeaabf
112975 info lifecycle browser-sync-ui@0.6.0~install: browser-sync-ui@0.6.0
112976 silly lifecycle browser-sync-ui@0.6.0~install: no script for install, continuing
112977 silly install when@3.7.7 /home/francesco/blog/node_modules/.staging/when-c784f8a3
112978 info lifecycle when@3.7.7~install: when@3.7.7
112979 silly lifecycle when@3.7.7~install: no script for install, continuing
112980 silly install fobject@0.0.4 /home/francesco/blog/node_modules/.staging/fobject-0d3c80cb
112981 info lifecycle fobject@0.0.4~install: fobject@0.0.4
112982 silly lifecycle fobject@0.0.4~install: no script for install, continuing
112983 silly install whet.extend@0.9.9 /home/francesco/blog/node_modules/.staging/whet.extend-a5c1575b
112984 info lifecycle whet.extend@0.9.9~install: whet.extend@0.9.9
112985 silly lifecycle whet.extend@0.9.9~install: no script for install, continuing
112986 silly install svgo@0.6.6 /home/francesco/blog/node_modules/.staging/svgo-129687f6
112987 info lifecycle svgo@0.6.6~install: svgo@0.6.6
112988 silly lifecycle svgo@0.6.6~install: no script for install, continuing
112989 silly install postcss-svgo@2.1.3 /home/francesco/blog/node_modules/.staging/postcss-svgo-311848b7
112990 info lifecycle postcss-svgo@2.1.3~install: postcss-svgo@2.1.3
112991 silly lifecycle postcss-svgo@2.1.3~install: no script for install, continuing
112992 silly install cssnano@3.7.0 /home/francesco/blog/node_modules/.staging/cssnano-3895cc12
112993 info lifecycle cssnano@3.7.0~install: cssnano@3.7.0
112994 silly lifecycle cssnano@3.7.0~install: no script for install, continuing
112995 silly install which@1.2.10 /home/francesco/blog/node_modules/.staging/which-cab8014a
112996 info lifecycle which@1.2.10~install: which@1.2.10
112997 silly lifecycle which@1.2.10~install: no script for install, continuing
112998 silly install node-notifier@4.6.0 /home/francesco/blog/node_modules/.staging/node-notifier-29a3ff0a
112999 info lifecycle node-notifier@4.6.0~install: node-notifier@4.6.0
113000 silly lifecycle node-notifier@4.6.0~install: no script for install, continuing
113001 silly install global-prefix@0.1.4 /home/francesco/blog/node_modules/.staging/global-prefix-75ce3671
113002 info lifecycle global-prefix@0.1.4~install: global-prefix@0.1.4
113003 silly lifecycle global-prefix@0.1.4~install: no script for install, continuing
113004 silly install global-modules@0.2.2 /home/francesco/blog/node_modules/.staging/global-modules-45c62d3d
113005 info lifecycle global-modules@0.2.2~install: global-modules@0.2.2
113006 silly lifecycle global-modules@0.2.2~install: no script for install, continuing
113007 silly install resolve-dir@0.1.0 /home/francesco/blog/node_modules/.staging/resolve-dir-6c23d3fc
113008 info lifecycle resolve-dir@0.1.0~install: resolve-dir@0.1.0
113009 silly lifecycle resolve-dir@0.1.0~install: no script for install, continuing
113010 silly install findup-sync@0.4.1 /home/francesco/blog/node_modules/.staging/findup-sync-7087e5be
113011 info lifecycle findup-sync@0.4.1~install: findup-sync@0.4.1
113012 silly lifecycle findup-sync@0.4.1~install: no script for install, continuing
113013 silly install gulp-load-plugins@1.2.4 /home/francesco/blog/node_modules/.staging/gulp-load-plugins-fd842d6b
113014 info lifecycle gulp-load-plugins@1.2.4~install: gulp-load-plugins@1.2.4
113015 silly lifecycle gulp-load-plugins@1.2.4~install: no script for install, continuing
113016 silly install window-size@0.1.4 /home/francesco/blog/node_modules/.staging/window-size-4f8ee46d
113017 info lifecycle window-size@0.1.4~install: window-size@0.1.4
113018 silly lifecycle window-size@0.1.4~install: no script for install, continuing
113019 silly install wordwrap@0.0.2 /home/francesco/blog/node_modules/.staging/wordwrap-201addc7
113020 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
113021 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
113022 silly install cliui@2.1.0 /home/francesco/blog/node_modules/.staging/cliui-a13a6c87
113023 info lifecycle cliui@2.1.0~install: cliui@2.1.0
113024 silly lifecycle cliui@2.1.0~install: no script for install, continuing
113025 silly install yargs@3.10.0 /home/francesco/blog/node_modules/.staging/yargs-32f88318
113026 info lifecycle yargs@3.10.0~install: yargs@3.10.0
113027 silly lifecycle yargs@3.10.0~install: no script for install, continuing
113028 silly install uglify-js@2.6.2 /home/francesco/blog/node_modules/.staging/uglify-js-af10d182
113029 info lifecycle uglify-js@2.6.2~install: uglify-js@2.6.2
113030 silly lifecycle uglify-js@2.6.2~install: no script for install, continuing
113031 silly install wrap-ansi@2.0.0 /home/francesco/blog/node_modules/.staging/wrap-ansi-e1ac05a6
113032 info lifecycle wrap-ansi@2.0.0~install: wrap-ansi@2.0.0
113033 silly lifecycle wrap-ansi@2.0.0~install: no script for install, continuing
113034 silly install cliui@3.2.0 /home/francesco/blog/node_modules/.staging/cliui-5a00c2e5
113035 info lifecycle cliui@3.2.0~install: cliui@3.2.0
113036 silly lifecycle cliui@3.2.0~install: no script for install, continuing
113037 silly install wrappy@1.0.2 /home/francesco/blog/node_modules/.staging/wrappy-baeda843
113038 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
113039 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
113040 silly install once@1.3.3 /home/francesco/blog/node_modules/.staging/once-bb2366d2
113041 info lifecycle once@1.3.3~install: once@1.3.3
113042 silly lifecycle once@1.3.3~install: no script for install, continuing
113043 silly install end-of-stream@0.1.5 /home/francesco/blog/node_modules/.staging/end-of-stream-75642796
113044 info lifecycle end-of-stream@0.1.5~install: end-of-stream@0.1.5
113045 silly lifecycle end-of-stream@0.1.5~install: no script for install, continuing
113046 silly install orchestrator@0.3.7 /home/francesco/blog/node_modules/.staging/orchestrator-87e2c73e
113047 info lifecycle orchestrator@0.3.7~install: orchestrator@0.3.7
113048 silly lifecycle orchestrator@0.3.7~install: no script for install, continuing
113049 silly install end-of-stream@1.1.0 /home/francesco/blog/node_modules/.staging/end-of-stream-562f681f
113050 info lifecycle end-of-stream@1.1.0~install: end-of-stream@1.1.0
113051 silly lifecycle end-of-stream@1.1.0~install: no script for install, continuing
113052 silly install async-done@1.2.1 /home/francesco/blog/node_modules/.staging/async-done-fd81007c
113053 info lifecycle async-done@1.2.1~install: async-done@1.2.1
113054 silly lifecycle async-done@1.2.1~install: no script for install, continuing
113055 silly install gulp-batch@1.0.5 /home/francesco/blog/node_modules/.staging/gulp-batch-ac429b27
113056 info lifecycle gulp-batch@1.0.5~install: gulp-batch@1.0.5
113057 silly lifecycle gulp-batch@1.0.5~install: no script for install, continuing
113058 silly install inflight@1.0.5 /home/francesco/blog/node_modules/.staging/inflight-f6aab9c8
113059 info lifecycle inflight@1.0.5~install: inflight@1.0.5
113060 silly lifecycle inflight@1.0.5~install: no script for install, continuing
113061 silly install glob@6.0.4 /home/francesco/blog/node_modules/.staging/glob-5485e436
113062 info lifecycle glob@6.0.4~install: glob@6.0.4
113063 silly lifecycle glob@6.0.4~install: no script for install, continuing
113064 silly install glob@7.0.3 /home/francesco/blog/node_modules/.staging/glob-a83b07a2
